time/fps,time/time_elapsed,time/total timesteps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
108,619,67053,-1823.4495953699995,610,111.59,124.08093474453385,0.0001,82.95606927409571,63132
108,628,68300,-1837.7151420599996,620,115.02,74.82813737392425,0.0001,83.24970835932979,64079
108,642,69370,-1720.9824467,630,113.55,93.82076130502473,0.0001,84.51700586126756,65397
107,650,70234,-1687.55042727,640,111.59,142.69779321224013,0.0001,84.12092744683943,66115
107,663,71406,-1794.07134535,650,113.16,126.37866308052503,0.0001,85.33286533056129,67469
107,673,72496,-1868.12407007,660,113.38,133.9836527092964,0.0001,86.00984723535598,68379
107,687,73780,-1897.1771875300003,670,114.23,99.48316495066281,0.0001,86.96713675961475,69881
107,697,75043,-1961.1859732799996,680,116.06,60.280257062762196,0.0001,87.46544874900299,70857
107,712,76480,-1952.1129571499998,690,118.16,124.2422029952818,0.0001,87.51510440457251,72510
107,721,77583,-1757.05994498,700,115.68,106.79174081528384,0.0001,88.46984892787195,73409
107,731,78445,-1739.7976600299999,710,113.92,125.44100820236518,0.0001,88.79866259215308,74586
107,740,79544,-1792.7567994600001,720,112.44,115.45135458524186,0.0001,88.95050912252286,75526
107,755,80905,-1745.3872118099998,730,115.35,96.60831936115005,0.0001,89.52213287353516,76995
107,766,82269,-1793.77460556,740,120.35,96.73015662170879,0.0001,89.65180374919504,77997
106,783,83671,-1751.3493758500001,750,122.65,145.50399889320624,0.0001,90.30142002418393,79749
106,793,84704,-1582.6855961699998,760,122.08,75.24483170396763,0.0001,90.59503448691834,80760
106,806,86152,-1490.6016540899998,770,123.72,119.8454554046266,0.0001,90.74566186269125,82083
106,817,87336,-1443.27214604,780,122.93,119.30659520650248,0.0001,91.7707290649414,83341
106,828,88483,-1357.30159063,790,120.03,103.91095148708419,0.0001,91.43515104996531,84541
106,840,89842,-1434.3410285100001,800,122.59,118.37799047857004,0.0001,92.39733440061158,85756
106,850,90888,-1415.4368689500002,810,124.43,108.55876415790259,0.0001,92.5395915263408,86826
106,858,91515,-1199.7057858399999,820,119.71,121.38976879198043,0.0001,92.99976624035445,87551
106,873,92921,-1370.56572769,830,120.16,156.60377679527028,0.0001,93.8594724236811,89030
106,880,93824,-1271.9694507699999,840,115.55,156.2619041814613,0.0001,93.89352255494055,89861
106,891,94960,-1192.30058459,850,112.89,91.87419611943793,0.0001,93.52059622371898,91106
106,901,96179,-1203.8273574900002,860,114.75,89.86517494927035,0.0001,94.07059011653978,92015
106,912,97051,-1114.73315291,870,108.99,56.18589873659995,0.0001,94.84984674761373,93170
106,921,98160,-1156.92478968,880,108.24,103.3110269079114,0.0001,94.70249951074994,94061
106,934,99414,-1158.7661479400003,890,109.31,90.67469871164572,0.0001,94.52772822524562,95505
106,945,100656,-1113.6860216700002,900,108.14,117.04040268678514,0.0001,95.31726797800215,96527
106,955,101642,-1127.8646152100002,910,107.54,148.49787125042175,0.0001,95.14794136605612,97745
106,965,102950,-1228.82089998,920,114.35,30.99617016244361,0.0001,95.89670346932583,98759
106,979,104102,-1004.5159359899999,930,111.81,131.82705528633568,0.0001,96.25991669521537,100096
106,987,105220,-1038.4875475400002,940,113.96,64.15260624147422,0.0001,96.43477418687608,100966
106,999,106350,-1090.28090936,950,113.9,134.15571422894797,0.0001,96.73144149780273,102338
106,1009,107414,-1071.95451203,960,112.35,102.19908277304084,0.0001,96.89703475104437,103324
106,1019,108290,-1044.8414344399998,970,112.39,61.19552945310824,0.0001,96.55810600352065,104436
106,1027,109468,-934.1452477300002,980,113.08,137.75336019965735,0.0001,97.20251811634411,105225
106,1040,110494,-888.0160302,990,110.8,94.29578256096524,0.0001,97.32084786178719,106612
106,1048,111630,-833.2155364600002,1000,109.74,88.14371384021848,0.0001,97.14992282057055,107413
106,1060,112804,-818.9136565500002,1010,111.62,68.9298295568093,0.0001,97.20855460407066,108821
106,1068,113559,-709.58715841,1020,106.09,140.552893705771,0.0001,98.00360411740421,109698
