time/fps,time/episodes,time/time_elapsed,time/total timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
114,9970,4353,498500,-75.18223069,50.0,11.753509540557861,0.0001,494400,26.83976469039917
114,9980,4358,499000,-74.382436,50.0,11.652421979904174,0.0001,494800,26.75958143234253
114,9990,4363,499500,-75.32609455,50.0,11.828452410697937,0.0001,495400,26.856058197021483
114,10000,4368,500000,-76.48938996999999,50.0,11.918130917549133,0.0001,495800,26.908102951049806
114,10010,4373,500500,-72.57087019,50.0,11.991741037368774,0.0001,496400,26.860375328063967
114,10020,4376,501000,-71.39492494999999,50.0,11.854500761032105,0.0001,496800,26.873101654052736
114,10030,4382,501500,-73.86853820999998,50.0,11.912478647232057,0.0001,497400,26.780074768066406
114,10040,4386,502000,-73.60544534,50.0,11.8230432844162,0.0001,497800,26.815403518676757
114,10050,4391,502500,-73.23891385,50.0,11.925006041526794,0.0001,498400,26.81501661300659
114,10060,4394,503000,-75.35347864999999,50.0,12.136209220886231,0.0001,498800,26.83183967590332
114,10070,4399,503500,-80.10408031,50.0,12.081515092849731,0.0001,499400,26.895188751220704
114,10080,4403,504000,-83.20196398,50.0,12.132980842590332,0.0001,499800,26.9153554725647
114,10090,4408,504500,-78.75812031999999,50.0,12.164351072311401,0.0001,500400,26.89322763442993
114,10100,4411,505000,-76.42103319,50.0,12.159112844467163,0.0001,500800,26.909741706848145
114,10110,4417,505500,-78.89555054,50.0,12.016108498573303,0.0001,501400,26.848676719665526
114,10120,4420,506000,-77.36246525000001,50.0,12.145493865013123,0.0001,501800,26.9156036567688
114,10130,4425,506500,-74.4188578,50.0,12.106367835998535,0.0001,502400,26.78959440231323
114,10140,4429,507000,-78.61446146000002,50.0,12.256257319450379,0.0001,502800,26.83093210220337
114,10150,4434,507500,-80.07197932000003,50.0,12.08583061695099,0.0001,503400,26.909564094543455
114,10160,4437,508000,-80.08969707,50.0,12.276588954925536,0.0001,503800,26.889772510528566
114,10170,4443,508500,-74.91263988,50.0,12.172358393669128,0.0001,504400,26.76030849456787
114,10180,4447,509000,-73.20330623999999,50.0,12.242870497703553,0.0001,504800,26.852534542083742
114,10190,4452,509500,-81.27004864999999,50.0,12.394199514389038,0.0001,505400,26.926567401885986
114,10200,4456,510000,-82.85128122,50.0,12.534305505752563,0.0001,505800,26.96510938644409
114,10210,4461,510500,-87.96203419,50.0,12.531260681152343,0.0001,506400,26.926854000091552
114,10220,4464,511000,-91.63086191999999,50.0,12.463431806564332,0.0001,506800,26.87112688064575
114,10230,4469,511500,-92.50263111,50.0,12.43635265827179,0.0001,507400,26.851723709106444
114,10240,4473,512000,-89.21215492000002,50.0,12.542908034324647,0.0001,507800,26.92567289352417
114,10250,4478,512500,-92.40609346999997,50.0,12.447283101081847,0.0001,508400,26.918675842285158
114,10260,4481,513000,-92.97488744000002,50.0,12.6273100233078,0.0001,508800,27.018104038238526
114,10270,4486,513500,-92.92630582,50.0,12.568974161148072,0.0001,509400,26.89316120147705
114,10280,4490,514000,-97.35755946999998,50.0,12.652044067382812,0.0001,509800,26.900196800231935
114,10290,4495,514500,-92.11813182999998,50.0,12.70865216732025,0.0001,510400,26.975484161376954
114,10300,4498,515000,-90.81746808000001,50.0,12.760188508033753,0.0001,510800,26.872146377563478
114,10310,4503,515500,-91.44472158999999,50.0,12.802939629554748,0.0001,511400,26.911060485839844
114,10320,4507,516000,-94.62736912000003,50.0,12.86311993598938,0.0001,511800,26.896850395202637
114,10330,4512,516500,-94.06108171,50.0,12.951133251190186,0.0001,512400,26.923852043151854
114,10340,4516,517000,-93.71910327999998,50.0,12.954470715522767,0.0001,512800,26.928946838378906
114,10350,4522,517500,-90.05022980000001,50.0,12.911944890022278,0.0001,513400,26.961426467895507
114,10360,4525,518000,-88.19320807,50.0,12.937459330558777,0.0001,513800,26.972426166534422
114,10370,4530,518500,-90.18868694999996,50.0,12.855420541763305,0.0001,514400,26.990423698425293
114,10380,4534,519000,-86.96620275999997,50.0,13.070944156646728,0.0001,514800,27.001864376068117
114,10390,4539,519500,-86.72075182,50.0,13.146296248435974,0.0001,515400,26.996977367401122
114,10400,4542,520000,-84.95125923999998,50.0,13.303503184318542,0.0001,515800,27.10108028411865
114,10410,4549,520500,-81.08181874,50.0,13.033133625984192,0.0001,516400,26.892971096038817
114,10420,4553,521000,-73.94916260999999,50.0,13.192598028182983,0.0001,516800,26.998138370513917
114,10430,4559,521500,-81.03110369000001,50.0,13.288072538375854,0.0001,517400,26.93643741607666
114,10440,4563,522000,-80.14268122,50.0,13.16717465877533,0.0001,517800,26.951134719848632
114,10450,4569,522500,-84.98697635,50.0,13.390915122032165,0.0001,518400,27.034452705383302
114,10460,4572,523000,-85.77317692999999,50.0,13.260030608177185,0.0001,518800,27.000691833496095
114,10470,4577,523500,-84.22480269999998,50.0,13.295244245529174,0.0001,519400,27.088079433441163
114,10480,4580,524000,-84.79109756,50.0,13.294536471366882,0.0001,519800,27.034384346008302
114,10490,4585,524500,-84.46988413,50.0,13.376097202301025,0.0001,520400,27.114080028533934
114,10500,4590,525000,-84.88990037000002,50.0,13.312829627990723,0.0001,520800,27.056402568817138
114,10510,4595,525500,-81.20623143,50.0,13.433861193656922,0.0001,521400,26.896533126831056
114,10520,4599,526000,-82.57506986,50.0,13.426581273078918,0.0001,521800,27.10735614776611
114,10530,4605,526500,-74.67641881,50.0,13.466602158546447,0.0001,522400,27.11008569717407
114,10540,4608,527000,-74.01599103000001,50.0,13.577046890258789,0.0001,522800,27.01877555847168
114,10550,4613,527500,-69.20836011,50.0,13.543055720329285,0.0001,523400,27.183695468902588
114,10560,4617,528000,-67.92286309,50.0,13.415543699264527,0.0001,523800,27.027372741699217
114,10570,4623,528500,-69.58761683,50.0,13.446095395088197,0.0001,524400,27.081270198822022
114,10580,4626,529000,-68.34830672,50.0,13.295942826271057,0.0001,524800,26.967768630981446
114,10590,4631,529500,-65.50324156,50.0,13.37392993927002,0.0001,525400,27.006254329681397
114,10600,4635,530000,-67.26698721,50.0,13.561128325462342,0.0001,525800,26.941410636901857
114,10610,4640,530500,-67.61522881,50.0,13.40321168422699,0.0001,526400,26.87400365829468
114,10620,4644,531000,-67.39616599,50.0,13.394317526817321,0.0001,526800,27.08078941345215
114,10630,4649,531500,-68.49973391,50.0,13.579463877677917,0.0001,527400,26.926097564697265
114,10640,4652,532000,-71.18817178,50.0,13.457908411026,0.0001,527800,27.075724658966063
114,10650,4657,532500,-71.951183,50.0,13.525304918289185,0.0001,528400,27.020345153808595
114,10660,4662,533000,-74.12037873000001,50.0,13.61359040260315,0.0001,528800,27.036634349822997
114,10670,4667,533500,-74.31403278,50.0,13.613337850570678,0.0001,529400,27.05689682006836
114,10680,4671,534000,-78.43827861999999,50.0,13.70206612110138,0.0001,529800,27.00584720611572
114,10690,4676,534500,-83.53147928,50.0,13.775776376724243,0.0001,530400,26.99779718399048
114,10700,4679,535000,-84.35410834,50.0,13.703955917358398,0.0001,530800,26.98504505157471
114,10710,4685,535500,-83.47272326999999,50.0,13.675073986053468,0.0001,531400,26.950728931427
114,10720,4689,536000,-83.31521919999999,50.0,13.75550389289856,0.0001,531800,27.054293823242187
114,10730,4694,536500,-83.96056817,50.0,13.8262593126297,0.0001,532400,27.04373598098755
114,10740,4698,537000,-81.8876112,50.0,13.703624844551086,0.0001,532800,27.058565425872803
114,10750,4703,537500,-83.09041716,50.0,13.840907649993897,0.0001,533400,26.942154159545897
114,10760,4707,538000,-81.12414158,50.0,13.734945287704468,0.0001,533800,26.931264152526854
114,10770,4712,538500,-79.74410648000001,50.0,13.996857247352601,0.0001,534400,26.949742984771728
114,10780,4715,539000,-77.01114723,50.0,13.913326716423034,0.0001,534800,27.04480176925659
114,10790,4720,539500,-75.18586531999999,50.0,13.776901798248291,0.0001,535400,27.168748664855958
114,10800,4724,540000,-73.88687931,50.0,13.995424561500549,0.0001,535800,27.033025207519533
114,10810,4729,540500,-77.06974622,50.0,14.031075029373168,0.0001,536400,26.93285425186157
114,10820,4733,541000,-80.34042151,50.0,14.016627950668335,0.0001,536800,27.020515842437746
114,10830,4738,541500,-80.88691450999998,50.0,14.035503244400024,0.0001,537400,27.117827243804932
114,10840,4742,542000,-82.63306694,50.0,14.022573652267456,0.0001,537800,27.133107433319093
114,10850,4747,542500,-78.58169493999999,50.0,14.045655832290649,0.0001,538400,27.064906845092775
114,10860,4751,543000,-77.94415717,50.0,13.998427152633667,0.0001,538800,27.05405288696289
114,10870,4756,543500,-86.15416031000001,50.0,14.173849081993103,0.0001,539400,27.025358276367186
114,10880,4760,544000,-82.64151958999999,50.0,14.204994649887086,0.0001,539800,27.066780796051024
114,10890,4765,544500,-80.92791380000001,50.0,14.271198616027831,0.0001,540400,27.01218095779419
114,10900,4768,545000,-82.6852779,50.0,14.395078358650208,0.0001,540800,26.995889110565187
114,10910,4773,545500,-81.55923683,50.0,14.141488523483277,0.0001,541400,27.052757511138918
114,10920,4776,546000,-79.43545659,50.0,14.320032629966736,0.0001,541800,27.169415283203126
114,10930,4782,546500,-77.79285031,50.0,14.268316812515259,0.0001,542400,27.032357215881348
114,10940,4785,547000,-79.63349072000001,50.0,14.31770061969757,0.0001,542800,27.056182823181153
114,10950,4790,547500,-81.33438206,50.0,14.29953547000885,0.0001,543400,27.0843634223938
114,10960,4794,548000,-82.92553967999999,50.0,14.384749503135682,0.0001,543800,27.138379344940187
114,10970,4800,548500,-80.85382329,50.0,14.375200839042664,0.0001,544400,27.11558433532715
114,10980,4804,549000,-80.24326334999999,50.0,14.383827838897705,0.0001,544800,27.021884822845458
114,10990,4809,549500,-84.25933026000001,50.0,14.305124850273133,0.0001,545400,27.085339336395265
114,11000,4812,550000,-83.89873664999999,50.0,14.439845414161683,0.0001,545800,27.152482948303224
114,11010,4817,550500,-84.22452781999996,50.0,14.590002536773682,0.0001,546400,27.12313804626465
114,11020,4821,551000,-84.73044433,50.0,14.57675696849823,0.0001,546800,27.041867027282716
114,11030,4826,551500,-84.40287253999999,50.0,14.544786529541016,0.0001,547400,27.147139110565185
114,11040,4829,552000,-81.15709050000001,50.0,14.65728190422058,0.0001,547800,27.08494113922119
114,11050,4835,552500,-81.55948387,50.0,14.652183375358582,0.0001,548400,27.113593044281007
114,11060,4838,553000,-80.00300746999999,50.0,14.648737850189208,0.0001,548800,27.21542984008789
114,11070,4843,553500,-72.23865755,50.0,14.595290622711182,0.0001,549400,27.019181785583495
114,11080,4847,554000,-75.94167436000001,50.0,14.636154804229736,0.0001,549800,27.037559738159178
114,11090,4852,554500,-73.96069977,50.0,14.795981631278991,0.0001,550400,27.124221115112306
114,11100,4855,555000,-71.20724913,50.0,14.883631143569946,0.0001,550800,27.095091228485106
114,11110,4861,555500,-70.21875530999999,50.0,14.748806867599487,0.0001,551400,27.062416858673096
114,11120,4865,556000,-67.29100965,50.0,14.870594220161438,0.0001,551800,27.06796615600586
114,11130,4870,556500,-67.71790686000001,50.0,14.901215019226074,0.0001,552400,27.04636600494385
114,11140,4874,557000,-67.6268762,50.0,14.901399435997009,0.0001,552800,27.226885948181152
114,11150,4879,557500,-66.53435522,50.0,14.998121628761291,0.0001,553400,27.025549087524414
114,11160,4882,558000,-68.35841187999999,50.0,15.052563133239746,0.0001,553800,27.04928039550781
114,11170,4888,558500,-71.50828913000001,50.0,15.162642807960511,0.0001,554400,27.19573045730591
114,11180,4892,559000,-74.49315750999999,50.0,15.037060494422912,0.0001,554800,27.259078903198244
114,11190,4897,559500,-71.22973892,50.0,15.261829061508179,0.0001,555400,27.239009704589844
114,11200,4901,560000,-72.02171768000001,50.0,15.18726667881012,0.0001,555800,27.11549961090088
114,11210,4905,560500,-74.88634015,50.0,15.009430723190308,0.0001,556400,27.100739517211913
114,11220,4909,561000,-79.26898859,50.0,15.144857745170594,0.0001,556800,27.256528301239015
114,11230,4915,561500,-79.58223416,50.0,15.081988744735717,0.0001,557400,27.16085464477539
114,11240,4919,562000,-79.73304030000001,50.0,15.344597115516663,0.0001,557800,27.168339443206786
114,11250,4924,562500,-79.80975648,50.0,15.063262810707092,0.0001,558400,27.165310592651366
114,11260,4928,563000,-79.04161251000001,50.0,15.189160466194153,0.0001,558800,27.05053804397583
114,11270,4933,563500,-78.61714896999999,50.0,15.333342733383178,0.0001,559400,27.04331729888916
114,11280,4938,564000,-73.28091849,50.0,15.150815544128418,0.0001,559800,27.065299263000487
114,11290,4943,564500,-78.92755751,50.0,15.194661254882812,0.0001,560400,27.160445041656494
114,11300,4946,565000,-81.17383713000001,50.0,15.377921342849731,0.0001,560800,27.18015707015991
114,11310,4951,565500,-82.05618291,50.0,15.272202625274659,0.0001,561400,27.124371147155763
114,11320,4955,566000,-79.60589257999999,50.0,15.339611282348633,0.0001,561800,27.14640865325928
114,11330,4960,566500,-80.51083632999999,50.0,15.258414826393128,0.0001,562400,27.157663497924805
114,11340,4964,567000,-81.35197491,50.0,15.351457471847533,0.0001,562800,27.120564193725585
114,11350,4969,567500,-84.51240222000003,50.0,15.54187397480011,0.0001,563400,27.135790977478027
114,11360,4973,568000,-88.26972072999999,50.0,15.218169846534728,0.0001,563800,27.114111404418946
114,11370,4978,568500,-85.6006835,50.0,15.689551491737365,0.0001,564400,27.172405643463136
114,11380,4982,569000,-84.76732722000001,50.0,15.563871264457703,0.0001,564800,27.121266422271727
114,11390,4986,569500,-84.02092289000001,50.0,15.687098608016967,0.0001,565400,27.10834379196167
114,11400,4990,570000,-82.4892791,50.0,15.81819393157959,0.0001,565800,27.07778106689453
114,11410,4995,570500,-82.07783232,50.0,15.667185683250427,0.0001,566400,27.137847995758058
114,11420,4998,571000,-82.75392687,50.0,15.67895613193512,0.0001,566800,27.042215309143067
114,11430,5003,571500,-82.5066006,50.0,15.809423484802245,0.0001,567400,27.217905235290527
114,11440,5008,572000,-86.84525982000001,50.0,15.941585035324097,0.0001,567800,27.177825088500978
114,11450,5013,572500,-85.84405897,50.0,15.811580505371094,0.0001,568400,27.19492847442627
114,11460,5016,573000,-85.24749039,50.0,15.961899027824401,0.0001,568800,27.21595115661621
114,11470,5021,573500,-86.27024022999998,50.0,16.055338530540467,0.0001,569400,27.203185844421387
114,11480,5025,574000,-88.02149990999999,50.0,15.812644906044007,0.0001,569800,27.230792541503906
114,11490,5030,574500,-85.53607580000002,50.0,16.156937856674194,0.0001,570400,27.291183185577392
114,11500,5033,575000,-83.53944948999998,50.0,15.907437982559204,0.0001,570800,27.214897384643553
114,11510,5039,575500,-81.1579244,50.0,15.843933663368226,0.0001,571400,27.159489116668702
114,11520,5042,576000,-80.99536898,50.0,16.115670824050902,0.0001,571800,27.25089990615845
114,11530,5048,576500,-83.30147907,50.0,15.950344700813293,0.0001,572400,27.25578317642212
114,11540,5052,577000,-77.94281699999999,50.0,15.96697645664215,0.0001,572800,27.093836822509765
114,11550,5058,577500,-79.08460932,50.0,15.96660583972931,0.0001,573400,27.243139820098875
114,11560,5061,578000,-78.03725185000002,50.0,16.083051733970642,0.0001,573800,27.20889684677124
114,11570,5066,578500,-78.82633417000001,50.0,16.15414125919342,0.0001,574400,27.250693244934084
114,11580,5070,579000,-78.09116591,50.0,16.04949167728424,0.0001,574800,27.23745464324951
114,11590,5075,579500,-75.25370474000002,50.0,15.921909132003783,0.0001,575400,27.24175760269165
114,11600,5079,580000,-77.65151067,50.0,16.222599992752077,0.0001,575800,27.14406324386597
114,11610,5086,580500,-78.75165907,50.0,16.437248907089234,0.0001,576400,27.191911544799805
114,11620,5089,581000,-77.93069249000001,50.0,16.393788151741028,0.0001,576800,27.25040681838989
114,11630,5094,581500,-72.47446072000001,50.0,16.065495615005492,0.0001,577400,27.193381786346436
114,11640,5098,582000,-74.40189634000001,50.0,16.21148244380951,0.0001,577800,27.183398838043214
114,11650,5103,582500,-69.781836,50.0,16.17887004852295,0.0001,578400,27.15903678894043
114,11660,5107,583000,-70.59727214,50.0,16.374011278152466,0.0001,578800,27.224042110443115
114,11670,5112,583500,-72.27391317,50.0,16.258337774276733,0.0001,579400,27.196210956573488
114,11680,5116,584000,-73.48439556,50.0,16.49098551750183,0.0001,579800,27.328298931121825
114,11690,5121,584500,-75.84944436,50.0,16.420993576049806,0.0001,580400,27.105277194976807
114,11700,5124,585000,-79.48436954,50.0,16.493185935020445,0.0001,580800,27.282156734466554
114,11710,5129,585500,-78.34565751999999,50.0,16.705363082885743,0.0001,581400,27.204186763763428
114,11720,5133,586000,-83.44024207000001,50.0,16.409296822547912,0.0001,581800,27.16686576843262
114,11730,5138,586500,-84.88962516000001,50.0,16.47624890804291,0.0001,582400,27.217605972290038
114,11740,5141,587000,-84.23370993999998,50.0,16.642326183319092,0.0001,582800,27.311646766662598
114,11750,5147,587500,-87.93373170999999,50.0,16.684508752822875,0.0001,583400,27.18281841278076
114,11760,5152,588000,-85.19422999,50.0,16.637198901176454,0.0001,583800,27.288121109008788
114,11770,5157,588500,-83.65048645999997,50.0,16.83857771396637,0.0001,584400,27.300814151763916
114,11780,5160,589000,-83.88514119,50.0,16.809697604179384,0.0001,584800,27.267456970214845
114,11790,5165,589500,-84.98263909999997,50.0,16.895526313781737,0.0001,585400,27.231050930023194
114,11800,5169,590000,-80.95208897,50.0,16.730187978744507,0.0001,585800,27.279669017791747
114,11810,5174,590500,-81.06833318000001,50.0,16.837084269523622,0.0001,586400,27.30927442550659
114,11820,5177,591000,-74.678597,50.0,16.654546990394593,0.0001,586800,27.200580921173096
114,11830,5182,591500,-75.35661755999999,50.0,16.82277639389038,0.0001,587400,27.15400978088379
114,11840,5186,592000,-75.39773274000001,50.0,16.682035460472108,0.0001,587800,27.306392498016358
114,11850,5191,592500,-74.89278393,50.0,16.932800827026366,0.0001,588400,27.20468940734863
114,11860,5194,593000,-74.94330535000002,50.0,16.791559586524965,0.0001,588800,27.322020053863525
114,11870,5200,593500,-75.81916516999999,50.0,16.89105068683624,0.0001,589400,27.334315643310546
114,11880,5203,594000,-74.84870248000001,50.0,16.910000228881835,0.0001,589800,27.288234519958497
114,11890,5208,594500,-74.11283796,50.0,16.82245945453644,0.0001,590400,27.33319580078125
114,11900,5212,595000,-72.72678037,50.0,16.879521913528443,0.0001,590800,27.327877292633058
114,11910,5218,595500,-71.34152780999999,50.0,16.901238780021668,0.0001,591400,27.315818786621094
114,11920,5221,596000,-74.71894175999999,50.0,17.062919855117798,0.0001,591800,27.305705623626707
114,11930,5227,596500,-75.80711452999999,50.0,17.045031299591063,0.0001,592400,27.289434680938722
114,11940,5231,597000,-77.32404884,50.0,17.311336426734925,0.0001,592800,27.269655113220214
114,11950,5236,597500,-75.93932681,50.0,17.12463662147522,0.0001,593400,27.308413410186766
114,11960,5240,598000,-79.26264009999998,50.0,17.16584635257721,0.0001,593800,27.227550106048582
114,11970,5245,598500,-83.6676797,50.0,17.069123067855834,0.0001,594400,27.353077564239502
114,11980,5249,599000,-85.58722938000001,50.0,17.250483012199403,0.0001,594800,27.277807178497316
114,11990,5254,599500,-84.19261519,50.0,17.230288758277894,0.0001,595400,27.373889541625978
114,12000,5258,600000,-87.01898907,50.0,17.18032181739807,0.0001,595800,27.258640861511232
114,12010,5263,600500,-89.49745087,50.0,17.200581622123718,0.0001,596400,27.3217822265625
114,12020,5266,601000,-85.89772021000003,50.0,17.11043326377869,0.0001,596800,27.24155799865723
114,12030,5271,601500,-85.18529572,50.0,17.20071714878082,0.0001,597400,27.42718271255493
114,12040,5274,602000,-82.3167616,50.0,17.239994478225707,0.0001,597800,27.285321483612062
114,12050,5280,602500,-82.16000805,50.0,17.370628895759584,0.0001,598400,27.359741230010986
114,12060,5283,603000,-78.71865463,50.0,17.476453199386597,0.0001,598800,27.245596981048585
114,12070,5289,603500,-75.55983456,50.0,17.518709478378295,0.0001,599400,27.371796627044677
114,12080,5293,604000,-71.99869086999999,50.0,17.545941333770752,0.0001,599800,27.350825634002685
114,12090,5298,604500,-73.62574779999998,50.0,17.454349160194397,0.0001,600400,27.3563143157959
114,12100,5302,605000,-73.90929949000001,50.0,17.48758747577667,0.0001,600800,27.323370513916014
114,12110,5306,605500,-74.32323186,50.0,17.658335080146788,0.0001,601400,27.289344940185547
114,12120,5310,606000,-76.53958842000002,50.0,17.51348961353302,0.0001,601800,27.25223045349121
114,12130,5315,606500,-81.20775626,50.0,17.574737124443054,0.0001,602400,27.26467008590698
114,12140,5318,607000,-82.48680676000002,50.0,17.45043843746185,0.0001,602800,27.419838771820068
114,12150,5324,607500,-81.6663141,50.0,17.873137516975405,0.0001,603400,27.324293479919433
114,12160,5328,608000,-84.17761726,50.0,17.620925579071045,0.0001,603800,27.336838836669923
114,12170,5333,608500,-82.13462688999999,50.0,17.932999835014343,0.0001,604400,27.27157360076904
114,12180,5337,609000,-91.12657050999998,50.0,17.78921284675598,0.0001,604800,27.275614624023437
114,12190,5342,609500,-90.13270471,50.0,17.93803617477417,0.0001,605400,27.370507278442382
114,12200,5346,610000,-89.919269,50.0,17.68082893371582,0.0001,605800,27.25334436416626
114,12210,5351,610500,-87.38475650999999,50.0,18.069910798072815,0.0001,606400,27.3521976852417
114,12220,5354,611000,-89.5063651,50.0,18.02808982372284,0.0001,606800,27.469416599273682
114,12230,5359,611500,-85.49026822000002,50.0,17.885909519195557,0.0001,607400,27.498478565216065
114,12240,5363,612000,-84.97992640999999,50.0,17.894081535339357,0.0001,607800,27.44146869659424
114,12250,5369,612500,-86.07750965999999,50.0,17.83335913658142,0.0001,608400,27.33919792175293
114,12260,5373,613000,-84.78669925,50.0,18.053506407737732,0.0001,608800,27.377428855895996
114,12270,5379,613500,-86.86830538000002,50.0,18.083260116577147,0.0001,609400,27.32142942428589
114,12280,5382,614000,-77.52619428000001,50.0,18.13033004283905,0.0001,609800,27.436589622497557
114,12290,5387,614500,-78.68446424000001,50.0,18.302633628845214,0.0001,610400,27.385799522399903
114,12300,5391,615000,-75.68419075000001,50.0,17.996440515518188,0.0001,610800,27.33628339767456
114,12310,5396,615500,-77.99784398,50.0,18.36502077579498,0.0001,611400,27.41908437728882
114,12320,5399,616000,-76.1183908,50.0,18.28567623615265,0.0001,611800,27.506911964416503
114,12330,5405,616500,-76.15640634000002,50.0,18.334710607528688,0.0001,612400,27.328527946472168
114,12340,5409,617000,-77.678412,50.0,18.429376468658447,0.0001,612800,27.38373487472534
114,12350,5414,617500,-77.10319635,50.0,18.32086349964142,0.0001,613400,27.28718454360962
114,12360,5417,618000,-78.46014586999999,50.0,18.283253173828125,0.0001,613800,27.395382289886474
114,12370,5422,618500,-75.27041221,50.0,18.452174606323243,0.0001,614400,27.47218032836914
114,12380,5426,619000,-81.71969483000001,50.0,18.57941656112671,0.0001,614800,27.450328731536864
114,12390,5431,619500,-80.04023723,50.0,18.501733269691467,0.0001,615400,27.415774478912354
114,12400,5435,620000,-81.10068808,50.0,18.70798961162567,0.0001,615800,27.327973861694336
114,12410,5440,620500,-77.83313595000001,50.0,18.62610819339752,0.0001,616400,27.517917957305908
114,12420,5444,621000,-75.77163107000001,50.0,18.612204513549806,0.0001,616800,27.50136829376221
114,12430,5449,621500,-76.2456386,50.0,18.80724194049835,0.0001,617400,27.41935529708862
114,12440,5453,622000,-75.04344606000001,50.0,18.88816875934601,0.0001,617800,27.47248073577881
114,12450,5458,622500,-77.79365544000001,50.0,18.720106072425843,0.0001,618400,27.412862529754637
114,12460,5461,623000,-74.64403497,50.0,18.7504829120636,0.0001,618800,27.375795917510985
114,12470,5466,623500,-74.25869599,50.0,19.112496857643126,0.0001,619400,27.472486267089845
114,12480,5470,624000,-68.26234534,50.0,18.768947772979736,0.0001,619800,27.32358139038086
114,12490,5475,624500,-68.94486542,50.0,18.951126017570495,0.0001,620400,27.44640422821045
114,12500,5478,625000,-69.88160223999999,50.0,18.87944884300232,0.0001,620800,27.37182508468628
114,12510,5483,625500,-70.40381606000001,50.0,18.857613215446474,0.0001,621400,27.373790111541748
114,12520,5486,626000,-70.68418473999999,50.0,19.062499170303344,0.0001,621800,27.42841360092163
114,12530,5491,626500,-69.61115493999999,50.0,18.953668761253358,0.0001,622400,27.392154331207276
114,12540,5495,627000,-68.81371609000001,50.0,18.98516613960266,0.0001,622800,27.365459442138672
114,12550,5499,627500,-67.98821606,50.0,18.945129218101503,0.0001,623400,27.453985424041747
114,12560,5504,628000,-68.5363009,50.0,19.089389162063597,0.0001,623800,27.46829355239868
114,12570,5509,628500,-68.43963434,50.0,19.147109756469728,0.0001,624400,27.361090145111085
114,12580,5513,629000,-68.75839382999999,50.0,19.14844549179077,0.0001,624800,27.396796569824218
114,12590,5518,629500,-67.45058295000001,50.0,19.18103973388672,0.0001,625400,27.47678216934204
114,12600,5522,630000,-65.95146718000001,50.0,19.011858172416687,0.0001,625800,27.539105129241943
114,12610,5527,630500,-67.10434843000002,50.0,19.191426668167114,0.0001,626400,27.345806541442872
114,12620,5531,631000,-68.15598768,50.0,19.134638619422912,0.0001,626800,27.391260776519776
114,12630,5536,631500,-67.16849776999999,50.0,19.157146577835082,0.0001,627400,27.494299697875977
114,12640,5540,632000,-68.12889993,50.0,18.898513536453247,0.0001,627800,27.411485214233398
114,12650,5545,632500,-68.72916663,50.0,19.103338766098023,0.0001,628400,27.33613649368286
114,12660,5548,633000,-68.10592326999999,50.0,19.07471897602081,0.0001,628800,27.399777603149413
114,12670,5553,633500,-68.07316074,50.0,19.168405141830444,0.0001,629400,27.442339973449705
114,12680,5557,634000,-70.51284507,50.0,19.41579553604126,0.0001,629800,27.36882390975952
114,12690,5562,634500,-70.95521559,50.0,19.057240076065064,0.0001,630400,27.416965408325197
114,12700,5565,635000,-71.14465383999999,50.0,19.30223222732544,0.0001,630800,27.2916304397583
114,12710,5571,635500,-71.19243515000001,50.0,19.422542152404784,0.0001,631400,27.370045852661132
114,12720,5575,636000,-71.52336563,50.0,19.222624769210814,0.0001,631800,27.351804237365723
114,12730,5580,636500,-72.68981659,50.0,19.335953226089476,0.0001,632400,27.435222568511964
114,12740,5583,637000,-72.51136646999998,50.0,19.375146017074584,0.0001,632800,27.373651123046876
114,12750,5588,637500,-71.46760554,50.0,19.36560674190521,0.0001,633400,27.357492523193358
114,12760,5592,638000,-71.60231941,50.0,19.308060083389282,0.0001,633800,27.32287042617798
114,12770,5597,638500,-74.74026024,50.0,19.53032841682434,0.0001,634400,27.43293481826782
114,12780,5601,639000,-75.66317461,50.0,19.519204998016356,0.0001,634800,27.38758249282837
114,12790,5606,639500,-76.31143976,50.0,19.532557353973388,0.0001,635400,27.51655553817749
114,12800,5610,640000,-77.00764127000001,50.0,19.53393210411072,0.0001,635800,27.28396629333496
114,12810,5615,640500,-79.0490487,50.0,19.418041920661928,0.0001,636400,27.399689750671385
114,12820,5619,641000,-78.47768783,50.0,19.42090142250061,0.0001,636800,27.29876214981079
114,12830,5624,641500,-78.51379198,50.0,19.296223006248475,0.0001,637400,27.324660606384278
114,12840,5629,642000,-77.0439973,50.0,19.649092569351197,0.0001,637800,27.3454811668396
114,12850,5634,642500,-76.75781792000002,50.0,19.291063084602357,0.0001,638400,27.34935962677002
114,12860,5638,643000,-78.87029236000001,50.0,19.955516505241395,0.0001,638800,27.469775314331056
114,12870,5643,643500,-79.08490837000001,50.0,19.64767786026001,0.0001,639400,27.29836420059204
114,12880,5647,644000,-79.44553963999999,50.0,19.60842438697815,0.0001,639800,27.364626750946044
114,12890,5652,644500,-78.67974436,50.0,19.459652171134948,0.0001,640400,27.40644718170166
114,12900,5655,645000,-78.85607640999999,50.0,19.84387010574341,0.0001,640800,27.34658012390137
114,12910,5660,645500,-76.88374655,50.0,19.63847773075104,0.0001,641400,27.405568733215333
114,12920,5664,646000,-77.30182924,50.0,19.46069704055786,0.0001,641800,27.390442485809327
